Date,Total_Visits,Unique_Visitors,Page_Views,Sessions,Session_Duration,Bounces,Exits
2021-05-28,7261,33420f658316dde33d0d2600a6dc58f5,8952,7105,680.5,3395,1685
2021-05-29,1887,02d8a8b9ad5c6c88ef02604f3eeea5d6,5335,1925,809.39,843,1249
2021-05-30,4104,918950e8ae6e9a51e203b4b27d1d7c45,5431,4833,600.47,2304,578
2021-05-31,1049,192130ad78203e68f07178c650794921,3131,928,861.45,371,680
2021-06-01,4951,90cb8aa413e9f6977aa52f24f102a057,14419,4990,609.11,1350,3039
2021-06-02,4560,1375a7602d5054e5da4c929db793acb1,6596,4513,813.83,2114,1117
2021-06-03,1018,137a825307811c13d9ca6ab74324d6c0,2206,919,613.88,234,309
2021-06-04,5821,9af380063c4f6997286e3ba4fdad3188,8922,6562,679.87,1732,2333
2021-06-05,7340,17821cefe521b2e6765e25ddbde38788,14464,8513,749.16,2394,1602
2021-06-06,9058,80952b8bc25235c7be2ab468a674d8c4,11871,10079,725.98,2935,1352
2021-06-07,3606,fa5ac2b47955b96e87c9b2f28d493f6c,5780,3166,657.55,1122,1087
2021-06-08,8846,7c36cc6a5991f7b7512321c539749192,16399,7383,700.14,3057,2468
2021-06-09,9643,511ce5f82f9153e137e58f1f47b56671,19185,10049,818.31,4802,4778
2021-06-10,7432,a428289b1d8d6be8f2a4b8dbbb0b0962,21994,6115,800.78,1385,4989
2021-06-11,4765,496c5c540fbf75dd77b6dc14f4f75ab0,12647,5094,621.54,2477,3218
2021-06-12,3438,4ec4c506666df2cfd1ef5cc2507a8766,8688,3479,824.19,1657,1433
2021-06-13,7358,73f5178729f972eee150ac6da42ac75d,15942,7837,615.91,1694,3955
2021-06-14,9319,a119316df26731ee156657c08b399cb6,25273,9655,762.88,2974,6885
2021-06-15,6941,62e2d04c43a0118602c44c6d547bfcb1,12568,6726,678.02,2986,2124
2021-06-16,8644,cf9f33f9b39747ba57b1aaa3b3f15c8e,21402,7609,776.31,2918,3595
2021-06-17,5855,4da6b25312081c22f61c5e55c19e16a9,17499,5399,678.4,2342,4899
2021-06-18,7547,785868bcae81b051f1ef7f42484af439,13330,7620,895.49,3168,1465
2021-06-19,8196,9469fe2563c9870ab0365f09861509ab,19778,8693,692.92,3034,3363
2021-06-20,6911,46164ede0994faa79b52d8bc25e125a6,18796,7683,672.59,1631,2325
2021-06-21,7481,e4b0c213502133ac235196e9305d1087,21309,8280,683.54,3107,2254
2021-06-22,3761,e4611e5091b38a13d9538ed726e6573c,9373,4472,868.94,959,1148
2021-06-23,5456,6b63d50eb6a7b7baf739c4b9f61e6782,9332,4988,790.87,1901,1738
2021-06-24,7361,db35fcb6e6cff122a7f0b1606add3a63,13156,6098,819.21,2683,3123
2021-06-25,6693,af9ef092de46b2dc3760339bc8d00285,8281,6279,875.4,2358,1307
2021-06-26,6788,0c03d5c5c17b570e34fd17b3071c16ec,17442,7448,873.56,3717,4708
2021-06-27,1201,0447dcbe8626201404912f9957d0c977,1533,1171,821.68,394,287
2021-06-28,7160,dc2e36f1fddb5a4c1c9cf88d3b994e99,19735,8070,659.35,3426,5795
2021-06-29,1517,87bfcc8145dc2c1e40bd553c7a5c4e71,2144,1546,853.01,619,623
2021-06-30,8737,15e1576abc700ddfd9438e6ad1c86100,13187,10239,661.13,5093,3358
2021-07-01,2988,850028a926205a99407b6b39b73f2ff3,6148,3523,822.87,1458,1761
2021-07-02,4802,085c0bcbd8b4667acd05f5cdc534c87e,12140,3974,805.68,990,2930
2021-07-03,6808,d66bd41973fa625331401fea8854ce22,9872,6689,827.67,3255,2755
2021-07-04,8162,a9f6ef7b8f0cfa932310b898789fc467,16259,8520,759.81,3410,2394
2021-07-05,7241,d8c66eec896898eeacef2a692dc79422,14982,6533,791.62,1423,2533
2021-07-06,9399,bf81491e6c092f5fb31e759fc410ed32,14870,9049,886.0,3595,3726
2021-07-07,6633,577fe6163d0aff5120f5b0bb85fc00f7,9339,7104,630.33,3303,1726
2021-07-08,6755,70809a5e126d4816d79b71076d297593,18276,6016,692.65,2244,4888
2021-07-09,7309,7ca7f9f48705c100272a1036cf9faf2b,15381,7607,783.41,2329,4237
2021-07-10,5117,703577949d844114bf13fc895dba2875,6272,5521,889.22,2463,1003
2021-07-11,9345,40953cb98a1da18382431a622e475a08,24720,7814,628.67,3397,6543
2021-07-12,2518,714fb53e6ed842f5546435463bdf47ff,7466,2515,606.76,913,977
2021-07-13,7163,eaa4b3f4f283c367a9b81f8e70550f41,16408,6484,616.72,1597,2737
2021-07-14,3600,90edf26a6b5e11166d80c6cd3df1af19,7584,3923,615.72,1080,1544
2021-07-15,3195,d6fff0258e8b9b5619bcf097f4145334,8885,2798,872.34,1179,1291
2021-07-16,4554,6a76c7b86d4aa4800a639e72969db61d,13272,5268,816.38,2327,2864
2021-07-17,3849,ee975a4c5b66af72686ced4fd583f36b,9846,3742,803.13,1062,2124
2021-07-18,2742,2ed40c7e97a4a28184428fdd39d6a449,5488,2410,756.77,748,776
2021-07-19,2306,182853b281de3a6ae0509642ebdc8f1b,5225,2248,834.59,502,1354
2021-07-20,4849,2765e68db921a7b2a62a87c6a8461c25,11936,4671,646.69,1934,2701
2021-07-21,8519,dd8c56ea2babb6e53cc320c592b1f590,13201,8276,717.58,1664,2159
2021-07-22,5195,ebdc0caa662cf7b6ee76bc97e03dbc75,10415,5372,747.0,1149,1525
2021-07-23,6178,562dffc39643ab8fc97b441d2a48b4f4,16641,6230,633.12,1254,4588
2021-07-24,3555,f928b78ce309e8670cf0deaa0dff1ac0,8455,3056,725.85,1203,2258
2021-07-25,3305,2bf8defbe2097c27a2fd84e08022e9fd,6412,2730,694.95,888,935
2021-07-26,8619,e6f77367691984ddaf15dd296af23110,20634,9409,610.67,2721,2210
2021-07-27,3642,f4590ffb01c215511d18c2d00e19d8e6,5145,3728,641.02,1766,1342
2021-07-28,7409,73740a690a6bd1ee80b9f31af909cd98,14245,6991,829.21,1802,3178
2021-07-29,5757,5b92724dc8dee6f21b31762997ce2a0a,15127,6467,605.41,2048,1817
2021-07-30,3994,2f486b685bc3cba10cf58b7eb6d51d70,6378,3815,880.28,1839,1387
2021-07-31,9751,1f8c6ed3ea31585e5a6805c032794a30,14965,10905,625.93,3578,2849
2021-08-01,2271,2a3337897f6867e08fa5aa33cd2e2622,6611,2094,839.77,767,1685
2021-08-02,2813,44d8865f7065d27fc7a427471bf10f10,4438,2332,869.58,522,629
2021-08-03,9801,2219ef4874bdb0d224261041950536e7,16364,11497,882.34,5024,3119
2021-08-04,3461,f145e9e3860c9b3659c42f953f644712,10193,3315,860.24,1083,1337
2021-08-05,5120,333e0ecda7ae2efe33fb94cbc8c9cd54,12915,5719,686.27,2517,3764
2021-08-06,7124,8e781d48472b79ce925a00706d5aa4c4,17519,6494,699.93,1793,4480
2021-08-07,9475,6c7290d5b3323b1c3f4cac219452cc97,25916,10029,727.96,3277,6410
2021-08-08,5396,ec54d18e16ef5f14e24148dd783be476,7600,6201,641.79,2703,1809
2021-08-09,1816,1e077189a7a496dfa9c298d3a5f16d63,4486,1483,606.68,729,828
2021-08-10,8304,c1c112ca226c30e9fff1b411432015ef,17493,9402,860.74,2048,4979
2021-08-11,8331,5d43ed73824a9dacf2609c9f721420f2,22430,8568,766.24,3802,2570
2021-08-12,1082,576b6c82fd9ff8c01b7076985bcac08a,2288,1128,782.62,327,596
2021-08-13,2920,ffdfa21e7306f46de7cb4772bcda499b,6763,2947,878.1,1076,967
2021-08-14,8817,000e7f0811fa0181d71d05fc0a073454,18162,10137,799.54,2909,2993
2021-08-15,3093,350529a038b3916f60c0aea3374855f1,6373,2528,807.26,970,1299
2021-08-16,8071,a6611eef59f8dc0bc67211f4de605374,20842,7299,836.09,2234,5346
2021-08-17,8967,2139978f01fb92b2b4b7e597af39cc7c,20905,10314,634.9,3095,5596
2021-08-18,9367,1ff0323d12fcf33f56529d1b9e49f090,21917,10312,708.05,2179,4750
2021-08-19,6285,0d1b09be6ef5047f2fdb2217a39c758e,12636,5072,890.46,1238,2282
2021-08-20,5937,aa064197a5eb0db26d205ecb4af4d72d,12800,5977,876.88,2839,3703
2021-08-21,1369,55e1e4ee229d18b4959a058d353a80da,3480,1385,865.22,691,519
2021-08-22,2818,b8c7ac53addb404c23a94f5e4db729b0,7571,2706,735.63,1174,1973
2021-08-23,3101,75678f9034810547b15910e3cb70856c,7609,2849,857.16,815,1692
2021-08-24,4490,ad53c78fa7bbf6115fe85bbf02509006,12856,4816,614.52,1544,2254
2021-08-25,2779,a958b0a772d751498649aec7cc62ee10,7438,2454,644.56,1035,745
2021-08-26,8674,6e973b0f3ffec66c757c059a2e64e18c,19181,9711,724.19,4763,3631
2021-08-27,2364,8041ee19f6c53143fa30bf06908bc1fb,5693,2650,745.02,892,884
2021-08-28,8294,72fc7694a70813b9a7b8e25ccd429af2,23781,8012,679.05,3596,2874
2021-08-29,4676,e1acc3379cd0498252ec5871c07daa85,10822,4271,706.94,2103,1244
2021-08-30,3426,35ed870687eed8c6ebd1d5e36199a543,9197,3129,648.83,1446,1559
2021-08-31,9264,063b0f160c35bf383d218bea5fd2b46d,22602,9198,746.74,2466,5039
2021-09-01,9089,aa7e300842265944ee7b92d9b25c62d6,19936,9887,838.15,2001,5333
2021-09-02,3962,8b51ad3290848c7dbc002937e452d9c9,6479,3738,798.41,1299,885
2021-09-03,1859,96803ec0380b167240815a2968c3c36a,3656,1940,632.34,697,676
2021-09-04,5138,5ad279415fab6d89f1bb7d7bb80d570f,15115,4896,746.27,1274,2696
2021-09-05,3424,e5bcf0156203fa0347e5abff3a9b03a3,8162,3156,809.29,900,1654
2021-09-06,5017,16503301f2f97aab76122c351f8e8121,11117,4063,758.97,1745,2911
2021-09-07,9560,e48a2e45c65152464f9406f3b183d92e,27526,7662,717.5,2613,5800
2021-09-08,9342,2912ff7e628e589dfde2aa19a8692703,21072,8322,786.57,2456,5675
2021-09-09,2134,495750d3820b4c3b8697dc39cdb3083d,4581,2054,890.59,794,933
2021-09-10,6166,dac9c227196db00df056e7b1028a416f,15826,7032,628.47,2783,3494
2021-09-11,6119,8ad62ca5ce657832f744dd7756a0ade0,15192,6849,717.0,2950,2848
2021-09-12,6694,9fb730f116e10bcab1d1286431834d8a,10360,6070,721.98,1499,2741
2021-09-13,7136,e85db6d6ae2ac3d0e08c5af37ccef7a3,14617,6406,773.09,2706,4162
2021-09-14,6485,588be1577ad1fffd38dafd575127e89a,13297,5777,645.65,2194,3029
2021-09-15,5164,03f48409704f3655a349546a2105eb8b,9712,4831,652.99,1049,2565
2021-09-16,3346,8a081bc23dbba855236a90e0bdc33508,7130,3343,685.61,1448,797
2021-09-17,6039,22c2b998bc776e907f7cf652c56642e8,11737,5890,886.76,1855,3300
2021-09-18,5897,3436d9f8c6a0348d7f5134c3afaa3e9e,9192,5232,820.23,1565,1266
2021-09-19,9252,c37083e7f21053312cc8d7aed47e96b0,17969,7884,798.51,2636,2718
2021-09-20,6041,542860aeb32151b106d592a72e3c2b85,8035,4863,845.09,1477,889
2021-09-21,4901,b40b7b8d44c022617c0781f8e1f9bb3d,10960,4222,638.27,1273,3212
2021-09-22,2337,964062383faddc2cc1066c1fc413dac4,6395,2528,857.8,1118,1729
2021-09-23,2184,8909ed1431fc1e53c3eeb419b10fcfb5,5472,1960,778.45,465,1546
2021-09-24,5426,02a8a45bdb9382fc9a1cf744e637ecfc,10031,5357,700.6,2631,2702
2021-09-25,2551,d82b5a9d68e966cc78e42a7024b5ed0d,3461,2644,844.76,969,678
2021-09-26,2629,8e0ad655acb662d93c4f47da213996c7,4111,3035,840.77,773,1170
2021-09-27,2526,54891a2a965d833597a294ce36485b39,5511,2918,853.71,698,1619
2021-09-28,2361,207f88d25b94994fdd9b237e9b9f297d,3713,2593,634.66,978,744
2021-09-29,5370,030deea91b6ffb3a4bb411ad05edca5b,11702,4371,890.81,1704,1581
2021-09-30,6283,c835e8afe07eb05c1490d4d466d8a58e,10158,6471,887.89,1397,2354
2021-10-01,8610,0a635ce42e1dbd7fb7c1996b13b6f14b,23488,9596,707.24,2619,6931
2021-10-02,2993,4953171960fc30708d22290aabfba9bd,5731,2415,619.77,1059,1572
2021-10-03,1869,3ac42f0a2a6ecd8a6c96532bb922c893,3068,1906,650.12,409,835
2021-10-04,2014,3301698824f30057c863633c07dcd754,5361,2302,897.85,1051,1537
2021-10-05,1602,6fb963aaa1ef0cbb6bb5609bd000f85e,2911,1585,768.9,630,811
2021-10-06,1690,bb2c6c1bb30c7813350e2f744910d003,2367,1354,706.99,447,604
2021-10-07,9685,76ae6aadb215a694c747d33c4eac45b9,21565,7790,686.46,2367,5254
2021-10-08,1489,eb840a2fdbc84316f0de2909df1c2979,3345,1439,677.1,296,511
2021-10-09,7864,7427e3d61154d4976c6f424dbfb00c05,19553,6778,799.25,3033,4385
2021-10-10,8240,340427147fc3cc54ec96d2e280abceec,13450,8782,725.82,2132,2747
2021-10-11,8786,f0152e4559189a4e7ebafd56e246514a,17561,9519,889.62,2787,4783
2021-10-12,9024,7047f10c57c03813401f0e6ba7e23a6f,15415,7861,805.15,2914,3057
2021-10-13,1294,71f91a8cbf8a09bd0ad0484c631f004a,1741,1495,837.61,409,218
2021-10-14,6488,4e7b9d1ff89d1af4828ba34b4af7e7dd,18023,6337,687.82,2212,1820
2021-10-15,5027,2131531d7c7a069ee1a0e3bfc0548e1f,12627,4308,623.76,1907,2974
2021-10-16,3912,cf41c2638609e438747e498103c696ab,6817,4325,746.35,1475,1431
2021-10-17,5744,6404daa0c4ca562bbee2f72191e23b6a,13089,6410,694.37,3107,2175
2021-10-18,2873,f5924a98b8aa1b9b47e7c18fb7039836,4488,3033,660.62,1377,600
2021-10-19,4258,d9b21960a1feca9efadd7c291f37c6e4,11932,4860,885.79,1457,2307
2021-10-20,3817,1d42d809f2422f6c0c8709beb8302a24,5369,4179,733.2,1337,644
2021-10-21,9636,4f3fc7a579310c1edef77a69260efd9b,11629,11109,652.41,3632,1944
2021-10-22,4641,8730a0931d1d6883f9a0d991362ad183,9762,4518,659.6,1752,1716
2021-10-23,5458,3f7ed3fc14a2e6182a438a90592c8638,12278,5998,684.21,1715,2371
2021-10-24,6307,51c864bd45ce94a7ef25166e291ea6bd,14141,7567,899.79,3714,2733
2021-10-25,9933,4b2573205d2d5c53d54da09429ef075d,12894,10826,680.4,4142,1952
2021-10-26,3041,a6ba1a7b40cd4af014ed3167f05da6fb,5368,2571,698.64,822,1449
2021-10-27,1679,22d3dbc1cc4b51b8df51aa56c55dc5d1,3523,1691,797.8,665,602
2021-10-28,6738,09ccd28d59b520477019469c931b797a,10712,6973,688.19,2221,1563
2021-10-29,6668,3ac42f0a2a6ecd8a6c96532bb922c893,18475,5799,664.74,2582,2497
2021-10-30,8697,851354113bb14ecb63acacfd2c047d09,11800,10307,647.59,3817,1941
2021-10-31,9033,54a817478ff789d486aba5e34e4ed5ac,18764,7860,693.8,1671,2129
2021-11-01,1062,15d7971ed2e1aa752020457ee38c3aa2,2596,925,631.77,234,276
2021-11-02,8829,a841d192646e286df3ccff04f1389ebf,14754,10295,605.59,4730,3261
2021-11-03,8352,c52dca9eb5d362b7623c0a08dce7450c,19406,8235,841.39,3037,4343
2021-11-04,7915,27266863cda412a625f19761b82ed4e5,21314,6532,641.37,3168,4388
2021-11-05,9326,c132ef2e135257454972964cb703ffd3,14386,9692,832.79,2149,3631
2021-11-06,4644,e1a281fa0fa07994e964aeebb493b813,13240,4833,839.26,1394,1427
2021-11-07,5970,2fb29f1e4668b9bee27e255106febffe,13112,4930,761.38,1272,3765
2021-11-08,9003,9e8bba9ae5e66b931531727a54764802,15652,10704,692.9,3919,1862
2021-11-09,4278,ebe44b0b67a5ba7d79b5b9f6fd0020ab,8451,4353,643.51,1370,1984
2021-11-10,8296,101b07007d44dea36a6faa86c67c481f,14617,8494,821.04,2099,1851
2021-11-11,4074,ffda37b1d03d231c593c00530784b2e6,10206,4106,780.42,1613,2816
2021-11-12,9312,996ff5a4794fde7ad094478a112ae02e,24521,9724,796.64,3509,4956
2021-11-13,8552,dd77ef2992da37cd91a1572ae8fc24d5,23084,7745,602.6,2187,2688
2021-11-14,2637,8e99429bdf0b2477afa99448683269e5,7843,2412,878.26,829,1751
2021-11-15,6103,cad2d0bcd4ef820e915db78564339683,16016,6130,619.89,2597,1630
2021-11-16,1644,d38c40c92aa11af766e8884ee491bec2,3752,1845,710.04,482,957
2021-11-17,3032,b9d35dfa053beaddcd466338a04bb76d,5489,2486,720.81,715,1263
2021-11-18,3761,aeea9085f6086eeee23b21c8981a3e6e,8200,3916,600.41,1189,1168
2021-11-19,3068,53b83743b59591c03db8ff4e5ab6fd68,3908,3444,749.13,1460,683
2021-11-20,1241,6da71199dd404e877f5e4100674cbe59,3152,1070,825.84,486,320
2021-11-21,3668,d1faf49afe6fee47670fb1602ee73b93,7345,2956,846.98,925,1753
2021-11-22,1802,1a0095ae55437d0f06236bfa57d53397,2227,1667,863.82,481,366
2021-11-23,6059,fdf424f1a68f336f437f77f2e7f3ebc8,7952,6272,746.32,2928,1704
2021-11-24,1195,aa76b3387084f84c29e4dc5735011f54,2267,1022,789.19,510,660
2021-11-25,3187,6aac65be5eb4db4f67266368105725f5,7171,3092,623.86,1240,1146
2021-11-26,3330,d3c13bb889a4ea5c0933f6aac8e70367,6778,3399,746.41,1689,2020
2021-11-27,5841,5df3ea229e120f0be55db223270df70e,13519,6072,646.44,2416,3062
2021-11-28,4606,82052fc1f6c6a342ee60d0bc57d31b62,9509,4190,710.89,1760,1411
2021-11-29,9468,6ad9c51184bd6baaca03c2bd92aeb382,22638,9089,698.79,2877,4241
2021-11-30,1060,47ccabd0450c87de56fb3a7e0b0f77e4,1690,1178,727.06,388,419
2021-12-01,4927,138317fba72b0da5fa3813c133e8697b,6913,5796,771.49,1409,1308
2021-12-02,7296,9320abf2eb045e869609f46c81e50548,16588,8352,870.86,3731,1886
2021-12-03,3591,3f2511e27a8250a498df644cb7618f02,7442,3683,718.35,1765,995
2021-12-04,9758,467df937c0f76b1f3fdc866a9a330068,12181,9407,894.34,3641,3145
2021-12-05,7121,27a0ecc194ae47186b68f64293fff171,13422,6645,827.71,2014,3082
2021-12-06,2200,3d604c0c8050924b5208b254e4ef4212,3060,1869,753.44,460,654
2021-12-07,3854,81de1ebaace367120d05d44a796b897f,8310,3247,793.21,907,1109
2021-12-08,8024,f9eaea89fb7866f27ce21d3bf7197c3f,15345,8628,630.67,2386,4105
2021-12-09,7972,3f448966317dfc7a4280f30a79508dc0,18364,7206,853.36,2767,5365
2021-12-10,1136,f075861b879a4fff877be064cf5298ac,3010,1024,774.71,495,325
2021-12-11,2029,d9c4715dc014e80e13fcceb78d63a646,3529,2433,895.82,521,408
2021-12-12,3594,fa0426c33aa3669d8c36c57d9116b5a0,10536,3145,790.93,630,2918
2021-12-13,8206,215f52e0a6b5c4cd47424ebee6dcf82f,17758,7050,850.23,2679,4672
2021-12-14,1661,0f4cb6cf5b6eb4c9066e08550ff0c719,3841,1394,839.93,397,858
2021-12-15,3472,2924b7ab1ff6ecc57975d36045275320,8420,3582,703.64,1663,2433
2021-12-16,1086,e0d4c99c276217db112bf6a287162631,2606,1141,677.88,340,597
2021-12-17,7219,153553c027eb4fbeba49431f0a7e3a63,15302,6829,729.15,1959,2191
2021-12-18,9143,29487c0ddc355b100140d4c07c457afd,18027,9272,740.17,2604,4429
2021-12-19,7968,8ad62ca5ce657832f744dd7756a0ade0,10332,8887,672.03,2163,2367
2021-12-20,3773,bcad51c99a18712e4ff29bc7ee815c24,4677,4253,868.38,1592,1389
2021-12-21,2700,4ed00c8f433b22b3ead3e4bf3f46cd19,4979,3194,762.76,800,710
2021-12-22,3700,76ae6aadb215a694c747d33c4eac45b9,6662,4179,893.53,1368,1462
2021-12-23,7815,655b16ee2b50b351f74df3235f9a4c38,14831,8017,843.01,2712,3797
2021-12-24,2647,1177f005c28c932b1958c458e6b906b0,3835,2307,766.71,475,643
2021-12-25,7038,3d6ba6dca5fcccd5307067982adaecfc,17797,5911,884.11,1212,3131
2021-12-26,6164,537092e51ae7b75d375b185c86d18e33,16904,5065,751.46,1803,4692
2021-12-27,6520,f45b685378a4239d728092bb841f4ac7,18840,6954,866.13,2842,3407
2021-12-28,4687,a41a05e62477fe4cc1e152466a91a517,9778,5263,707.44,2540,2199
2021-12-29,1596,65e75a9895b2b1fdeafd85bb64fd86d3,3928,1601,713.59,406,1091
2021-12-30,5545,e56a092baac17b6f38200957b24c1801,15193,4557,725.44,1052,2156
2021-12-31,9676,83169caf40e572bcbef326b05eee19fc,18896,9813,763.99,2116,5600
2022-01-01,9837,524debad1293ee6cb7ba5d7c5b403cd4,17283,11551,766.05,3821,4154
2022-01-02,5757,e8ca2026a14ee1fe116abe7b505afcbd,16615,5981,748.92,2314,3310
2022-01-03,5384,8ada3e7039409ab56647fe7e3d25d170,11458,6050,691.8,2735,2133
2022-01-04,9912,df0478178ec8b8da4226236827b6d337,20766,11102,878.16,4494,6040
2022-01-05,5733,c1b363b931b2d1f490bfb4d457865f1f,8720,6723,776.58,1765,1230
2022-01-06,8081,1bb50e42ac6e288d508d4a02fdd4865f,11270,8954,722.32,3031,1829
2022-01-07,9690,26c165ba72a3b8db106944059d508c13,26316,10650,795.35,5038,4251
2022-01-08,8117,a875ba633d85f73d615a9ce2c8e33561,18713,7253,830.39,2161,2952
2022-01-09,5729,4da1f62c11a7b02e81e7768c26f848b8,10234,4720,888.22,1650,1982
2022-01-10,2673,ee8443923c286158ec47a0b3db63acc6,4130,2691,749.86,1312,1230
2022-01-11,9306,e0dc17d1d5de16aad5785b4c20ed4fdb,20472,7907,633.63,3324,5686
2022-01-12,8178,6cc4f0ceac84ea8226626d5086a7645d,18409,9689,732.23,4111,3048
2022-01-13,3294,92cf557c771fbf40a0936bc22ed17d80,5180,3017,743.69,831,956
2022-01-14,4630,074118b918180e42daab6d85c68e5564,12651,5283,869.1,1714,2959
2022-01-15,1146,9a0d5f75b5ba9ccaf4b88361f2546c23,1549,1094,718.44,245,160
2022-01-16,4453,3a9b76fb29b1080a82a7cb031ab19465,8197,4138,886.0,1580,2164
2022-01-17,5507,5be0f91d8ab57565ea9227c7753b2fa4,13352,6465,745.54,1494,3684
2022-01-18,6783,72d744596cd265c203baa068fa7afb1b,11486,6412,892.13,2890,3117
2022-01-19,8751,13f7631dd1e76b6a8f10e6a746204743,23538,8366,602.46,3717,4119
2022-01-20,6628,1bcdaa8093ec65664dbad5d6c6ae61cd,16780,5583,869.64,2010,3228
2022-01-21,9328,4a9a88d7bfaa35c5649111513c0ec90a,24441,9963,879.34,2414,2504
2022-01-22,4360,3e41242894935416839d6054ea7d35fa,6166,3991,888.31,828,1109
2022-01-23,4005,15107d3127d682615ff67330cfc772fb,5819,4142,603.92,1818,1117
2022-01-24,4552,0c03d5c5c17b570e34fd17b3071c16ec,7809,4718,651.51,1793,2197
2022-01-25,1018,cdd6163334be91bee53080c65904f1ae,2170,1107,796.13,457,605
2022-01-26,3242,873ef4c4d9a2394cbd0582623daef290,8255,3560,607.64,1036,2420
2022-01-27,7318,3875569c2cd847c3e8e94520f2921a32,19800,7360,619.08,2597,5485
2022-01-28,6097,996d6825da8d1a7a6872b1939be2dcf2,15046,5684,666.32,2411,1529
2022-01-29,9640,d0f9043bde607f4b5a790cca7376a258,27681,10941,753.73,3706,6319
2022-01-30,2948,9469fe2563c9870ab0365f09861509ab,7457,2723,763.77,1036,847
2022-01-31,6618,636d7d5e7cce28ad60aef7a20a5aca23,11589,6637,610.28,2900,1790
2022-02-01,5236,97443e022d056ee9625547ab10588016,8781,5029,651.11,1330,1893
2022-02-02,7901,d6339cac7f1a6e5b08a6c2fb4893b1a7,19382,9023,749.91,1983,4654
2022-02-03,2920,fa2924faf18f58b22511acdff20f1445,4517,2840,778.18,1021,1043
2022-02-04,5188,ddc7b22292a59ba8f15234110bfea8f8,7091,4951,644.52,1082,778
2022-02-05,1238,056999a43739255b8512a4919d3b780a,2671,1332,719.65,572,322
2022-02-06,1204,10a800b5271bd17432b8ed3c2be222f2,3225,1253,871.32,521,405
2022-02-07,6552,d2910c143bcba573de035c5f3f6c2dc1,9058,5522,899.67,2565,1071
2022-02-08,5927,272070c5ee755861f28232234002b092,15560,5946,896.16,2330,2110
2022-02-09,5390,4fdd03aef92d39008fa7a95eab5e2e5c,14341,5897,864.5,1298,3409
2022-02-10,3687,4df330e99ce3509c31b100979d67dddd,7625,4412,718.4,1217,2029
2022-02-11,5951,7ec08364935d7f66adf20ae7f17cfe22,7755,6258,805.97,2768,1409
2022-02-12,7160,db42a7236c3bacbec34fc0f164830973,10842,6788,724.98,1698,2586
2022-02-13,6388,079a1184d7d23afc1ea4d1b0eb8a6ef5,15799,5688,794.56,2329,2212
2022-02-14,6126,5beb9ac214c2ae5c6b106f68981d5182,15199,7039,692.83,3055,4478
2022-02-15,1816,2df6a1ec6268525851e9fd898bd9194b,5115,2044,781.86,611,869
2022-02-16,1192,f979e3b86fa0687511e91a29b4cf3eb0,2680,1065,757.13,316,721
2022-02-17,2776,4fee10bcae9f9d97674f7464724b33a6,3951,2443,607.34,897,1142
2022-02-18,4645,93b65528cba555fa4c779379853908f4,6589,5044,837.21,2312,1798
2022-02-19,7314,0a65ba9f6f0552bb010ce0a506a06136,18270,6772,603.57,1809,2072
2022-02-20,9442,b5186c6a8bd1fc08601ca3de37cbd699,14453,8710,687.95,4201,3325
2022-02-21,2788,61652f3f09656cb491c9b4ca5011fbbc,4993,2400,601.78,911,619
2022-02-22,8374,06685a545bfa3617d4003f46ceadbe8b,17392,7583,712.86,3773,1758
2022-02-23,4700,96f5a603f7310c88e57f27f4501fe2b3,5849,4563,618.95,1035,645
2022-02-24,4893,84c499f74a3abc7d15f5699753392a28,8063,5348,874.05,1272,2283
2022-02-25,7811,d1f3ebcc20f5174ef14a0f24c621b01d,15108,7299,724.7,3270,4255
2022-02-26,3679,47c410d69b5291da1e5f5c5f0ba76ef3,6266,3426,737.85,1574,909
2022-02-27,4904,ba126e22f260f8badffc51bc7b17c339,7088,4482,704.96,1495,1484
2022-02-28,8260,952c9e7837e5ee8315238ed3c2cdb9c7,20736,8188,788.25,3391,6034
2022-03-01,1504,1bdfb0d7ae40068c754952bf9f2d4184,4006,1311,835.32,603,798
2022-03-02,7773,3490504d901ce6922a0cc57ea3c67825,12930,7728,794.44,1645,2310
2022-03-03,4816,ddcee1ff172314d0b024c5aa401c0435,12492,5209,824.46,1938,2456
2022-03-04,1717,1824f381e17162cb562dcfa20c475439,3251,1394,871.79,635,839
2022-03-05,5434,645035d3206a6123b2c3ca4338896709,11476,4368,859.06,1395,2243
2022-03-06,1658,b757d59350e7ce34a001abc257ba698d,4544,1376,802.22,400,1166
2022-03-07,6057,df34077b63f929434422ec962684202d,15444,6143,664.39,2695,2877
2022-03-08,5008,e48a2e45c65152464f9406f3b183d92e,13267,5718,791.31,1719,1995
2022-03-09,5994,71e07f052e77c2155cc6cb43faaa8cae,8669,4806,751.82,965,1432
2022-03-10,5234,52f49d1093251d2c625925f0cbd5837d,6937,6148,815.17,2999,801
2022-03-11,4764,e9675ac11b6641f43a280b32d00c303f,13377,4013,849.88,1515,2668
2022-03-12,5637,bcd9f034ea9a9294a44733eeb5e43a4c,10699,6408,822.82,2857,1386
2022-03-13,3104,a681a15b5d215a577dd74d0cbbf8e515,5333,3082,853.97,1379,1398
2022-03-14,7801,f5c454595dc08c16f953a986969f2118,19537,8298,619.16,1824,3597
2022-03-15,9575,850028a926205a99407b6b39b73f2ff3,25905,9615,609.49,2416,6554
2022-03-16,3607,3ad1a595b573ea26bf397cc6f0637ec0,9928,3573,677.55,1048,2888
